Time,package-0,package-1,dram-0,dram-1
0.002229928970336914,120056,83190,12072,8782
0.0020248889923095703,90515,103698,13893,11414
0.0020148754119873047,92468,110473,8783,12378
0.002032756805419922,130676,104186,8813,12163
0.0023605823516845703,90332,98572,8782,11185
0.002084016799926758,88012,107300,8813,11260
0.0020837783813476562,89050,102844,8813,12194
0.001955270767211914,89783,104125,8782,11873
0.002470731735229492,90087,142944,8783,17518
0.0018639564514160156,89355,98572,8843,11995
0.0020246505737304688,88562,105408,8813,11903
0.002015352249145508,84412,103333,8828,12485
0.002010822296142578,82885,103454,9072,11735
0.0019996166229248047,90393,112366,8874,11751
0.0019257068634033203,86303,104370,8813,12454
0.002023935317993164,84350,110901,8812,11842
0.002125263214111328,88805,106201,13189,11842
0.0022056102752685547,88622,104003,8813,11812
0.0018601417541503906,90026,103515,8813,12393
0.0020911693572998047,88439,107666,8782,11260
0.002251863479614258,133605,148864,8783,17656
0.001989126205444336,85937,155517,8797,18146
0.0018994808197021484,88318,109131,8936,12164
0.0018877983093261719,85266,104065,8813,12102
0.0019099712371826172,95947,109375,8782,11429
0.002971649169921875,130309,142822,13204,16799
0.0019283294677734375,85632,104797,8812,11582
0.0018820762634277344,84839,58227,8813,5768
0.0019383430480957031,95520,103271,8751,11750
0.0020575523376464844,137146,104431,9287,11765
