Time,package-0,package-1,dram-0,dram-1
0.6178913116455078,34101414,25743098,3950337,2058386
0.620152473449707,34374667,25877375,3980219,2078735
0.6159942150115967,33991368,25718257,3934334,2042030
0.625373363494873,34475253,26281487,3999573,2118438
0.6199691295623779,34134312,25811030,3948991,2055020
0.614936351776123,33875951,25545406,3923349,2041663
0.6265213489532471,34579013,26133479,4017260,2091693
0.6226530075073242,34399509,25971918,3984947,2076256
0.6152184009552002,34157384,25669002,3949634,2046727
0.6255149841308594,34572605,26124445,3995947,2080678
0.6212131977081299,34454990,26062678,3961400,2104622
0.6153280735015869,34070286,25608271,3920641,2044707
0.6266880035400391,34513889,26085322,3999221,2080785
0.6190652847290039,34222874,25928828,3959732,2096253
0.6157956123352051,34105443,25741267,3960038,2064230
0.6268060207366943,34599277,26110163,3994830,2085605
0.621826171875,34330173,25904474,3970962,2073303
0.6142256259918213,34001438,25819941,3949114,2080356
0.6263003349304199,34508701,26109003,4012379,2071834
0.61846923828125,34075597,25828181,3955020,2058018
0.6148808002471924,33976231,25744502,3950154,2050674
0.625866174697876,34425510,26282952,3996069,2104730
0.6131811141967773,33778539,25593502,3916479,2035450
0.6110210418701172,33905797,25634334,3928596,2070871
0.6265146732330322,34825960,26266595,4026761,2120411
0.6172330379486084,34174717,25798396,3951194,2067825
0.6132857799530029,34071690,25666744,3937195,2061262
0.6214301586151123,34249973,25967524,3975552,2063802
0.6207020282745361,34446078,25995295,3989031,2077174
0.6100060939788818,33789953,25453304,3924588,2030478
