Time,package-0,package-1,dram-0,dram-1
0.0034477710723876953,252929,135193,32466,15392
0.003434896469116211,222167,139709,20777,9899
0.003061532974243164,235473,126770,21083,9762
0.003333568572998047,225830,124328,21558,10037
0.0031807422637939453,164490,128845,20487,13357
0.0030891895294189453,167602,121704,20579,9777
0.003120899200439453,162597,124450,19768,9792
0.003192901611328125,172546,165588,21588,13204
0.0031404495239257812,168151,128295,20196,10022
0.0031168460845947266,169128,122680,20487,9792
0.0029821395874023438,174743,131164,21267,10006
0.0031626224517822266,232299,127196,28091,10129
0.002958536148071289,166931,135253,20365,9976
0.003278970718383789,171569,133545,21680,10206
0.002968311309814453,170349,168823,20670,10144
0.003106832504272461,169189,125854,20609,10098
0.003217458724975586,174683,80627,20380,9930
0.003160238265991211,166687,128662,21098,10083
0.0031213760375976562,169799,128295,21481,10021
0.0031893253326416016,241637,127319,23241,11047
0.003003358840942383,164611,124939,20226,9761
0.003195047378540039,222229,170227,27663,10083
0.002927064895629883,171814,126098,21909,10053
0.0035245418548583984,222473,167480,27005,13709
0.0030603408813476562,110962,83068,13602,9731
0.0034494400024414062,228760,125977,28963,10328
0.002966642379760742,149902,128113,19982,9976
0.0031566619873046875,112061,127441,20242,9945
0.0030393600463867188,167664,132690,20166,9731
0.0033044815063476562,168884,164184,19538,13281
