Domain,Energy (micro joules),Duration (s)
package-0,457091,0.015752315521240234
dram-0,71038,0.015752315521240234
package-1,415893,0.015752315521240234
dram-1,52097,0.015752315521240234
nvidia-gpu-0,0,0.015752315521240234
package-0,367980,0.00970768928527832
dram-0,58216,0.00970768928527832
package-1,337218,0.00970768928527832
dram-1,39076,0.00970768928527832
nvidia-gpu-0,0,0.00970768928527832
package-0,322021,0.010283231735229492
dram-0,49235,0.010283231735229492
package-1,308226,0.010283231735229492
dram-1,39444,0.010283231735229492
nvidia-gpu-0,0,0.010283231735229492
package-0,369262,0.010492324829101562
dram-0,58063,0.010492324829101562
package-1,339660,0.010492324829101562
dram-1,42351,0.010492324829101562
nvidia-gpu-0,0,0.010492324829101562
package-0,312500,0.010206937789916992
dram-0,49296,0.010206937789916992
package-1,288146,0.010206937789916992
dram-1,36108,0.010206937789916992
nvidia-gpu-0,0,0.010206937789916992
package-0,368773,0.009476184844970703
dram-0,58170,0.009476184844970703
package-1,341796,0.009476184844970703
dram-1,42595,0.009476184844970703
nvidia-gpu-0,0,0.009476184844970703
package-0,338744,0.011303186416625977
dram-0,53687,0.011303186416625977
package-1,315735,0.011303186416625977
dram-1,42564,0.011303186416625977
nvidia-gpu-0,0,0.011303186416625977
package-0,375243,0.009840250015258789
dram-0,58293,0.009840250015258789
package-1,337585,0.009840250015258789
dram-1,42320,0.009840250015258789
nvidia-gpu-0,0,0.009840250015258789
package-0,312316,0.010869503021240234
dram-0,49373,0.010869503021240234
package-1,286621,0.010869503021240234
dram-1,35787,0.010869503021240234
nvidia-gpu-0,0,0.010869503021240234
package-0,368651,0.009901285171508789
dram-0,58186,0.009901285171508789
package-1,340087,0.009901285171508789
dram-1,42396,0.009901285171508789
nvidia-gpu-0,0,0.009901285171508789
package-0,338561,0.010475873947143555
dram-0,53841,0.010475873947143555
package-1,317931,0.010475873947143555
dram-1,39061,0.010475873947143555
nvidia-gpu-0,0,0.010475873947143555
package-0,369811,0.009636878967285156
dram-0,57987,0.009636878967285156
package-1,335510,0.009636878967285156
dram-1,42626,0.009636878967285156
nvidia-gpu-0,0,0.009636878967285156
package-0,335998,0.01097726821899414
dram-0,53780,0.01097726821899414
package-1,312987,0.01097726821899414
dram-1,39076,0.01097726821899414
nvidia-gpu-0,25,0.01097726821899414
package-0,372008,0.009474039077758789
dram-0,58171,0.009474039077758789
package-1,337950,0.009474039077758789
dram-1,42565,0.009474039077758789
nvidia-gpu-0,0,0.009474039077758789
package-0,339537,0.01129150390625
dram-0,53703,0.01129150390625
package-1,312133,0.01129150390625
dram-1,39107,0.01129150390625
nvidia-gpu-0,0,0.01129150390625
package-0,393737,0.010205507278442383
dram-0,62715,0.010205507278442383
package-1,363707,0.010205507278442383
dram-1,42304,0.010205507278442383
nvidia-gpu-0,0,0.010205507278442383
package-0,311217,0.010216951370239258
dram-0,49403,0.010216951370239258
package-1,288207,0.010216951370239258
dram-1,35924,0.010216951370239258
nvidia-gpu-0,0,0.010216951370239258
package-0,408873,0.010077238082885742
dram-0,62715,0.010077238082885742
package-1,365173,0.010077238082885742
dram-1,42305,0.010077238082885742
nvidia-gpu-0,0,0.010077238082885742
package-0,342040,0.011244773864746094
dram-0,53657,0.011244773864746094
package-1,322509,0.011244773864746094
dram-1,39275,0.011244773864746094
nvidia-gpu-0,0,0.011244773864746094
package-0,369567,0.009472846984863281
dram-0,53780,0.009472846984863281
package-1,339721,0.009472846984863281
dram-1,42274,0.009472846984863281
nvidia-gpu-0,44,0.009472846984863281
