Time,package-0,package-1,dram-0,dram-1
0.006145477294921875,250671,177124,36398,21160
0.004945516586303711,187804,143188,27418,16478
0.0050013065338134766,201294,142577,28259,17105
0.005177974700927734,194396,171264,28197,16646
0.004884958267211914,200317,147827,28152,13142
0.005274534225463867,215271,158936,33369,19247
0.00464320182800293,161926,111511,22353,13571
0.004556417465209961,206115,151733,28993,14474
0.005834817886352539,207031,173217,27800,16967
0.004662513732910156,199951,114197,21527,13295
0.00529789924621582,221252,149841,33078,18253
0.005417346954345703,201782,120300,27341,19767
0.005009174346923828,204407,142029,28183,13633
0.0064966678619384766,246887,174255,33844,20517
0.004640817642211914,202331,147521,27968,17152
0.0048067569732666016,195861,144226,29131,17442
0.004706859588623047,200012,142944,28045,13280
0.00486302375793457,182434,148864,22966,17243
0.005053043365478516,197814,145630,27265,16555
0.004901409149169922,206298,145690,28213,16968
0.0048677921295166016,165161,142273,22950,16647
0.0046825408935546875,160949,116699,22078,13295
0.004690408706665039,200561,137390,28061,16555
0.005063056945800781,215820,151000,30202,18819
0.00470733642578125,203308,150146,27938,16784
0.005026578903198242,203796,150024,29513,17044
0.0048389434814453125,201965,145446,27709,17519
0.004939556121826172,203673,151184,29040,17136
0.005468606948852539,209778,147400,27372,16846
0.005007743835449219,203491,143799,27663,16417
