Time,package-0,package-1,dram-0,dram-1
0.0004322528839111328,0,0,0,0
0.00042128562927246094,37292,28259,5905,3244
0.0003600120544433594,39917,26794,6166,3259
0.00039458274841308594,0,0,0,0
0.0003533363342285156,0,0,0,0
0.0003514289855957031,41015,0,6029,0
0.00040912628173828125,0,0,5600,3259
0.0007584095001220703,0,0,0,0
0.00039958953857421875,0,0,0,0
0.00041937828063964844,40527,27832,6150,3259
0.0003440380096435547,0,0,0,0
0.00037550926208496094,0,0,0,0
0.00034236907958984375,38635,0,6074,0
0.0005235671997070312,0,0,0,0
0.0004189014434814453,37537,31860,5692,3213
0.0003933906555175781,0,0,0,0
0.0003917217254638672,0,0,0,0
0.0006289482116699219,0,0,5921,0
0.0003578662872314453,0,28565,0,0
0.0003542900085449219,0,0,0,0
0.0004067420959472656,28137,0,6089,3259
0.00042629241943359375,0,27771,0,3259
0.00041675567626953125,0,0,0,0
0.0003509521484375,0,27527,0,0
0.0003495216369628906,0,29358,0,3259
0.0003464221954345703,38818,30579,5906,3244
0.0004336833953857422,41260,26306,6334,3289
0.00036025047302246094,0,0,0,0
0.0004100799560546875,0,0,0,0
